book,url,bibtex
A Modern Introduction to Probability and Statistics Mathematics and Statistics ,https://doi.org/10.1007/1-84628-168-7," @article{Dekking_2005, title={A Modern Introduction to Probability and Statistics}, ISBN={9781846281686}, ISSN={2197-4136}, url={http://dx.doi.org/10.1007/1-84628-168-7}, DOI={10.1007/1-84628-168-7}, journal={Springer Texts in Statistics}, publisher={Springer London}, author={Dekking, Frederik Michel and Kraaikamp, Cornelis and LopuhaÃ¤, Hendrik Paul and Meester, Ludolf Erwin}, year={2005}}
"
Complex Analysis Mathematics and Statistics ,https://doi.org/10.1007/978-1-4419-7288-0," @article{Bak_2010, title={Complex Analysis}, ISBN={9781441972880}, ISSN={2197-5604}, url={http://dx.doi.org/10.1007/978-1-4419-7288-0}, DOI={10.1007/978-1-4419-7288-0}, journal={Undergraduate Texts in Mathematics}, publisher={Springer New York}, author={Bak, Joseph and Newman, Donald J.}, year={2010}}
"
Food Chemistry Chemistry and Materials Science ,https://doi.org/10.1007/978-3-540-69934-7," @article{2009, ISBN={9783540699347}, url={http://dx.doi.org/10.1007/978-3-540-69934-7}, DOI={10.1007/978-3-540-69934-7}, publisher={Springer Berlin Heidelberg}, year={2009}}
"
Exam Survival Guide: Physical Chemistry Chemistry and Materials Science ,https://doi.org/10.1007/978-3-319-49810-2," @article{Vogt_2017, title={Exam Survival Guide: Physical Chemistry}, ISBN={9783319498102}, url={http://dx.doi.org/10.1007/978-3-319-49810-2}, DOI={10.1007/978-3-319-49810-2}, publisher={Springer International Publishing}, author={Vogt, Jochen}, year={2017}}
"
The Python Workbook Computer Science ,https://doi.org/10.1007/978-3-319-14240-1," @article{Stephenson_2014, title={The Python Workbook}, ISBN={9783319142401}, url={http://dx.doi.org/10.1007/978-3-319-14240-1}, DOI={10.1007/978-3-319-14240-1}, publisher={Springer International Publishing}, author={Stephenson, Ben}, year={2014}}
"
Practical Electrical Engineering Engineering ,https://doi.org/10.1007/978-3-319-21173-2," @article{N_Makarov_2016, title={Practical Electrical Engineering}, ISBN={9783319211732}, url={http://dx.doi.org/10.1007/978-3-319-21173-2}, DOI={10.1007/978-3-319-21173-2}, publisher={Springer International Publishing}, author={N. Makarov, Sergey and Ludwig, Reinhold and Bitar, Stephen J.}, year={2016}}
"
Strategic Retail Management Business and Management ,https://doi.org/10.1007/978-3-658-10183-1," @article{Zentes_2017, title={Strategic Retail Management}, ISBN={9783658101831}, url={http://dx.doi.org/10.1007/978-3-658-10183-1}, DOI={10.1007/978-3-658-10183-1}, publisher={Springer Fachmedien Wiesbaden}, author={Zentes, Joachim and Morschett, Dirk and Schramm-Klein, Hanna}, year={2017}}
"
Food Analysis Chemistry and Materials Science ,https://doi.org/10.1007/978-3-319-45776-5," @article{2017, title={Food Analysis}, ISBN={9783319457765}, ISSN={2214-7799}, url={http://dx.doi.org/10.1007/978-3-319-45776-5}, DOI={10.1007/978-3-319-45776-5}, journal={Food Science Text Series}, publisher={Springer International Publishing}, year={2017}}
"
Psychoeducational Assessment and Report Writing Behavioral Science ,https://doi.org/10.1007/978-1-4939-1911-6," @article{Dombrowski_2015, title={Psychoeducational Assessment and Report Writing}, ISBN={9781493919116}, url={http://dx.doi.org/10.1007/978-1-4939-1911-6}, DOI={10.1007/978-1-4939-1911-6}, publisher={Springer New York}, author={Dombrowski, Stefan C.}, year={2015}}
"
Machine Learning in Medicine - a Complete Overview Biomedical and Life Sciences ,https://doi.org/10.1007/978-3-319-15195-3," @article{Cleophas_2015, title={Machine Learning in Medicine - a Complete Overview}, ISBN={9783319151953}, url={http://dx.doi.org/10.1007/978-3-319-15195-3}, DOI={10.1007/978-3-319-15195-3}, publisher={Springer International Publishing}, author={Cleophas, Ton J. and Zwinderman, Aeilko H.}, year={2015}}
"
Evidence-Based Interventions for Children with Challenging Behavior Behavioral Science ,https://doi.org/10.1007/978-1-4614-7807-2," @article{Armstrong_2014, title={Evidence-Based Interventions for Children with Challenging Behavior}, ISBN={9781461478072}, url={http://dx.doi.org/10.1007/978-1-4614-7807-2}, DOI={10.1007/978-1-4614-7807-2}, publisher={Springer New York}, author={Armstrong, Kathleen Hague and Ogg, Julia A. and Sundman-Wheat, Ashley N. and St. John Walsh, Audra}, year={2014}}
"
Principles of Quantum Mechanics Physics and Astronomy ,https://doi.org/10.1007/978-1-4757-0576-8," @article{Shankar_1994, title={Principles of Quantum Mechanics}, ISBN={9781475705768}, url={http://dx.doi.org/10.1007/978-1-4757-0576-8}, DOI={10.1007/978-1-4757-0576-8}, publisher={Springer US}, author={Shankar, R.}, year={1994}}
"
Recommender Systems Computer Science ,https://doi.org/10.1007/978-3-319-29659-3," @article{Aggarwal_2016, title={Recommender Systems}, ISBN={9783319296593}, url={http://dx.doi.org/10.1007/978-3-319-29659-3}, DOI={10.1007/978-3-319-29659-3}, publisher={Springer International Publishing}, author={Aggarwal, Charu C.}, year={2016}}
"
Pharmaceutical Biotechnology Biomedical and Life Sciences ,https://doi.org/10.1007/978-3-030-00710-2," @article{2019, title={Pharmaceutical Biotechnology}, ISBN={9783030007102}, url={http://dx.doi.org/10.1007/978-3-030-00710-2}, DOI={10.1007/978-3-030-00710-2}, publisher={Springer International Publishing}, year={2019}}
"
Python Programming Fundamentals Computer Science ,https://doi.org/10.1007/978-1-4471-6642-9," @article{Lee_2014, title={Python Programming Fundamentals}, ISBN={9781447166429}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-1-4471-6642-9}, DOI={10.1007/978-1-4471-6642-9}, journal={Undergraduate Topics in Computer Science}, publisher={Springer London}, author={Lee, Kent D.}, year={2014}}
"
The Finite Element Method and Applications in Engineering Using ANSYS®️ Engineering ,https://doi.org/10.1007/978-1-4899-7550-8," @article{Madenci_2015, title={The Finite Element Method and Applications in Engineering Using ANSYSÂ®}, ISBN={9781489975508}, url={http://dx.doi.org/10.1007/978-1-4899-7550-8}, DOI={10.1007/978-1-4899-7550-8}, publisher={Springer US}, author={Madenci, Erdogan and Guven, Ibrahim}, year={2015}}
"
Group Theory Physics and Astronomy ,https://doi.org/10.1007/978-3-540-32899-5," @article{2008, ISBN={9783540328995}, url={http://dx.doi.org/10.1007/978-3-540-32899-5}, DOI={10.1007/978-3-540-32899-5}, publisher={Springer Berlin Heidelberg}, year={2008}}
"
"Object-Oriented Analysis, Design and Implementation Computer Science ",https://doi.org/10.1007/978-3-319-24280-4," @article{Dathan_2015, title={Object-Oriented Analysis, Design and Implementation}, ISBN={9783319242804}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-319-24280-4}, DOI={10.1007/978-3-319-24280-4}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Dathan, Brahma and Ramnath, Sarnath}, year={2015}}
"
Introduction to Embedded Systems Engineering ,https://doi.org/10.1007/978-1-4614-3143-5," @article{Jim_nez_2014, title={Introduction to Embedded Systems}, ISBN={9781461431435}, url={http://dx.doi.org/10.1007/978-1-4614-3143-5}, DOI={10.1007/978-1-4614-3143-5}, publisher={Springer New York}, author={JimÃ©nez, Manuel and Palomera, Rogelio and Couvertier, Isidoro}, year={2014}}
"
Elementary Mechanics Using Matlab Physics and Astronomy ,https://doi.org/10.1007/978-3-319-19587-2," @article{Malthe_S_renssen_2015, title={Elementary Mechanics Using Matlab}, ISBN={9783319195872}, ISSN={2192-4805}, url={http://dx.doi.org/10.1007/978-3-319-19587-2}, DOI={10.1007/978-3-319-19587-2}, journal={Undergraduate Lecture Notes in Physics}, publisher={Springer International Publishing}, author={Malthe-SÃ¸renssen, Anders}, year={2015}}
"
An Introduction to Biomechanics Biomedical and Life Sciences ,https://doi.org/10.1007/978-1-4939-2623-7," @article{Humphrey_2015, title={An Introduction to Biomechanics}, ISBN={9781493926237}, url={http://dx.doi.org/10.1007/978-1-4939-2623-7}, DOI={10.1007/978-1-4939-2623-7}, publisher={Springer New York}, author={Humphrey, Jay D. and OâRourke, Sherry L.}, year={2015}}
"
New Introduction to Multiple Time Series Analysis Business and Economics ,https://doi.org/10.1007/978-3-540-27752-1," @article{L_tkepohl_2005, title={New Introduction to Multiple Time Series Analysis}, ISBN={9783540277521}, url={http://dx.doi.org/10.1007/978-3-540-27752-1}, DOI={10.1007/978-3-540-27752-1}, publisher={Springer Berlin Heidelberg}, author={LÃ¼tkepohl, Helmut}, year={2005}}
"
Introduction to Data Science Computer Science ,https://doi.org/10.1007/978-3-319-50017-1," @article{Igual_2017, title={Introduction to Data Science}, ISBN={9783319500171}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-319-50017-1}, DOI={10.1007/978-3-319-50017-1}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Igual, Laura and SeguÃ­, Santi}, year={2017}}
"
Calculus With Applications Mathematics and Statistics ,https://doi.org/10.1007/978-1-4614-7946-8," @article{Lax_2014, title={Calculus With Applications}, ISBN={9781461479468}, ISSN={2197-5604}, url={http://dx.doi.org/10.1007/978-1-4614-7946-8}, DOI={10.1007/978-1-4614-7946-8}, journal={Undergraduate Texts in Mathematics}, publisher={Springer New York}, author={Lax, Peter D. and Terrell, Maria Shea}, year={2014}}
"
An Introduction to Soil Mechanics Earth and Environmental Science ,https://doi.org/10.1007/978-3-319-61185-3," @article{Verruijt_2018, title={An Introduction to Soil Mechanics}, ISBN={9783319611853}, ISSN={2213-6940}, url={http://dx.doi.org/10.1007/978-3-319-61185-3}, DOI={10.1007/978-3-319-61185-3}, journal={Theory and Applications of Transport in Porous Media}, publisher={Springer International Publishing}, author={Verruijt, Arnold}, year={2018}}
"
Game Theory Business and Economics ,https://doi.org/10.1007/978-3-662-46950-7," @article{Peters_2015, title={Game Theory}, ISBN={9783662469507}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-3-662-46950-7}, DOI={10.1007/978-3-662-46950-7}, journal={Springer Texts in Business and Economics}, publisher={Springer Berlin Heidelberg}, author={Peters, Hans}, year={2015}}
"
Fundamentals of Clinical Trials Mathematics and Statistics ,https://doi.org/10.1007/978-3-319-18539-2," @article{Friedman_2015, title={Fundamentals of Clinical Trials}, ISBN={9783319185392}, url={http://dx.doi.org/10.1007/978-3-319-18539-2}, DOI={10.1007/978-3-319-18539-2}, publisher={Springer International Publishing}, author={Friedman, Lawrence M. and Furberg, Curt D. and DeMets, David L. and Reboussin, David M. and Granger, Christopher B.}, year={2015}}
"
The Finite Volume Method in Computational Fluid Dynamics Engineering ,https://doi.org/10.1007/978-3-319-16874-6," @article{Moukalled_2016, title={The Finite Volume Method in Computational Fluid Dynamics}, ISBN={9783319168746}, ISSN={2215-0056}, url={http://dx.doi.org/10.1007/978-3-319-16874-6}, DOI={10.1007/978-3-319-16874-6}, journal={Fluid Mechanics and Its Applications}, publisher={Springer International Publishing}, author={Moukalled, F. and Mangani, L. and Darwish, M.}, year={2016}}
"
The ASCRS Textbook of Colon and Rectal Surgery Medicine ,https://doi.org/10.1007/978-3-319-25970-3," @article{2016, title={The ASCRS Textbook of Colon and Rectal Surgery}, ISBN={9783319259703}, url={http://dx.doi.org/10.1007/978-3-319-25970-3}, DOI={10.1007/978-3-319-25970-3}, publisher={Springer International Publishing}, year={2016}}
"
Applied Predictive Modeling Mathematics and Statistics ,https://doi.org/10.1007/978-1-4614-6849-3," @article{Kuhn_2013, title={Applied Predictive Modeling}, ISBN={9781461468493}, url={http://dx.doi.org/10.1007/978-1-4614-6849-3}, DOI={10.1007/978-1-4614-6849-3}, publisher={Springer New York}, author={Kuhn, Max and Johnson, Kjell}, year={2013}}
"
Introduction to Logic Circuits & Logic Design with VHDL Engineering ,https://doi.org/10.1007/978-3-030-12489-2," @article{LaMeres_2019, title={Introduction to Logic Circuits & Logic Design with VHDL}, ISBN={9783030124892}, url={http://dx.doi.org/10.1007/978-3-030-12489-2}, DOI={10.1007/978-3-030-12489-2}, publisher={Springer International Publishing}, author={LaMeres, Brock J.}, year={2019}}
"
Sustainability Science Earth and Environmental Science ,https://doi.org/10.1007/978-94-017-7242-6," @article{2016, title={Sustainability Science}, ISBN={9789401772426}, url={http://dx.doi.org/10.1007/978-94-017-7242-6}, DOI={10.1007/978-94-017-7242-6}, publisher={Springer Netherlands}, year={2016}}
"
Physical Chemistry from a Different Angle Chemistry and Materials Science ,https://doi.org/10.1007/978-3-319-15666-8," @article{Job_2016, title={Physical Chemistry from a Different Angle}, ISBN={9783319156668}, url={http://dx.doi.org/10.1007/978-3-319-15666-8}, DOI={10.1007/978-3-319-15666-8}, publisher={Springer International Publishing}, author={Job, Georg and RÃ¼ffler, Regina}, year={2016}}
"
The Physics of Semiconductors Physics and Astronomy ,https://doi.org/10.1007/978-3-319-23880-7," @article{Grundmann_2016, title={The Physics of Semiconductors}, ISBN={9783319238807}, ISSN={1868-4521}, url={http://dx.doi.org/10.1007/978-3-319-23880-7}, DOI={10.1007/978-3-319-23880-7}, journal={Graduate Texts in Physics}, publisher={Springer International Publishing}, author={Grundmann, Marius}, year={2016}}
"
Energy Harvesting and Energy Efficiency Energy ,https://doi.org/10.1007/978-3-319-49875-1," @article{2017, title={Energy Harvesting and Energy Efficiency}, ISBN={9783319498751}, ISSN={2195-1292}, url={http://dx.doi.org/10.1007/978-3-319-49875-1}, DOI={10.1007/978-3-319-49875-1}, journal={Lecture Notes in Energy}, publisher={Springer International Publishing}, year={2017}}
"
Python For ArcGIS Earth and Environmental Science ,https://doi.org/10.1007/978-3-319-18398-5," @article{Tateosian_2015, title={Python For ArcGIS}, ISBN={9783319183985}, url={http://dx.doi.org/10.1007/978-3-319-18398-5}, DOI={10.1007/978-3-319-18398-5}, publisher={Springer International Publishing}, author={Tateosian, Laura}, year={2015}}
"
Statics and Mechanics of Structures Engineering ,https://doi.org/10.1007/978-94-007-6113-1," @article{Krenk_2013, title={Statics and Mechanics of Structures}, ISBN={9789400761131}, url={http://dx.doi.org/10.1007/978-94-007-6113-1}, DOI={10.1007/978-94-007-6113-1}, publisher={Springer Netherlands}, author={Krenk, Steen and HÃ¸gsberg, Jan}, year={2013}}
"
Real Analysis Mathematics and Statistics ,https://doi.org/10.1007/978-1-4939-2766-1," @article{Laczkovich_2015, title={Real Analysis}, ISBN={9781493927661}, ISSN={2197-5604}, url={http://dx.doi.org/10.1007/978-1-4939-2766-1}, DOI={10.1007/978-1-4939-2766-1}, journal={Undergraduate Texts in Mathematics}, publisher={Springer New York}, author={Laczkovich, MiklÃ³s and SÃ³s, Vera T.}, year={2015}}
"
MATLAB for Psychologists Behavioral Science ,https://doi.org/10.1007/978-1-4614-2197-9," @article{Borgo_2012, title={MATLAB for Psychologists}, ISBN={9781461421979}, url={http://dx.doi.org/10.1007/978-1-4614-2197-9}, DOI={10.1007/978-1-4614-2197-9}, publisher={Springer New York}, author={Borgo, Mauro and Soranzo, Alessandro and Grassi, Massimo}, year={2012}}
"
Physical Asset Management Business and Economics ,https://doi.org/10.1007/978-3-319-14777-2," @article{Hastings_2015, title={Physical Asset Management}, ISBN={9783319147772}, url={http://dx.doi.org/10.1007/978-3-319-14777-2}, DOI={10.1007/978-3-319-14777-2}, publisher={Springer International Publishing}, author={Hastings, Nicholas Anthony John}, year={2015}}
"
Essentials of Food Science Chemistry and Materials Science ,https://doi.org/10.1007/978-1-4614-9138-5," @article{Vaclavik_2014, title={Essentials of Food Science}, ISBN={9781461491385}, ISSN={2214-7799}, url={http://dx.doi.org/10.1007/978-1-4614-9138-5}, DOI={10.1007/978-1-4614-9138-5}, journal={Food Science Text Series}, publisher={Springer New York}, author={Vaclavik, Vickie A. and Christian, Elizabeth W.}, year={2014}}
"
Concise Guide to Databases Computer Science ,https://doi.org/10.1007/978-1-4471-5601-7," @article{Lake_2013, title={Concise Guide to Databases}, ISBN={9781447156017}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-1-4471-5601-7}, DOI={10.1007/978-1-4471-5601-7}, journal={Undergraduate Topics in Computer Science}, publisher={Springer London}, author={Lake, Peter and Crowther, Paul}, year={2013}}
"
Digital Image Processing Computer Science ,https://doi.org/10.1007/978-1-4471-6684-9," @article{Burger_2016, title={Digital Image Processing}, ISBN={9781447166849}, ISSN={1868-095X}, url={http://dx.doi.org/10.1007/978-1-4471-6684-9}, DOI={10.1007/978-1-4471-6684-9}, journal={Texts in Computer Science}, publisher={Springer London}, author={Burger, Wilhelm and Burge, Mark J.}, year={2016}}
"
Chemical and Bioprocess Engineering Chemistry and Materials Science ,https://doi.org/10.1007/978-1-4614-9126-2," @article{Simpson_2013, title={Chemical and Bioprocess Engineering}, ISBN={9781461491262}, url={http://dx.doi.org/10.1007/978-1-4614-9126-2}, DOI={10.1007/978-1-4614-9126-2}, publisher={Springer New York}, author={Simpson, Ricardo and Sastry, Sudhir K.}, year={2013}}
"
Transmission Electron Microscopy Physics and Astronomy ,https://doi.org/10.1007/978-1-4757-2519-3," @article{Williams_1996, title={Transmission Electron Microscopy}, ISBN={9781475725193}, url={http://dx.doi.org/10.1007/978-1-4757-2519-3}, DOI={10.1007/978-1-4757-2519-3}, publisher={Springer US}, author={Williams, David B. and Carter, C. Barry}, year={1996}}
"
Guide to Computer Network Security Computer Science ,https://doi.org/10.1007/978-3-319-55606-2," @article{Kizza_2017, title={Guide to Computer Network Security}, ISBN={9783319556062}, ISSN={2197-8433}, url={http://dx.doi.org/10.1007/978-3-319-55606-2}, DOI={10.1007/978-3-319-55606-2}, journal={Computer Communications and Networks}, publisher={Springer International Publishing}, author={Kizza, Joseph Migga}, year={2017}}
"
Introduction to Law Law and Criminology ,https://doi.org/10.1007/978-3-319-57252-9," @article{2017, title={Introduction to Law}, ISBN={9783319572529}, url={http://dx.doi.org/10.1007/978-3-319-57252-9}, DOI={10.1007/978-3-319-57252-9}, publisher={Springer International Publishing}, year={2017}}
"
Advanced Quantum Mechanics Physics and Astronomy ,https://doi.org/10.1007/978-3-319-25675-7," @article{Dick_2016, title={Advanced Quantum Mechanics}, ISBN={9783319256757}, ISSN={1868-4521}, url={http://dx.doi.org/10.1007/978-3-319-25675-7}, DOI={10.1007/978-3-319-25675-7}, journal={Graduate Texts in Physics}, publisher={Springer International Publishing}, author={Dick, Rainer}, year={2016}}
"
Bayesian Essentials with R Mathematics and Statistics ,https://doi.org/10.1007/978-1-4614-8687-9," @article{Marin_2014, title={Bayesian Essentials with R}, ISBN={9781461486879}, ISSN={2197-4136}, url={http://dx.doi.org/10.1007/978-1-4614-8687-9}, DOI={10.1007/978-1-4614-8687-9}, journal={Springer Texts in Statistics}, publisher={Springer New York}, author={Marin, Jean-Michel and Robert, Christian P.}, year={2014}}
"
Applied Chemistry Chemistry and Materials Science ,https://doi.org/10.1007/978-1-4614-4262-2," @article{Roussak_2013, title={Applied Chemistry}, ISBN={9781461442622}, url={http://dx.doi.org/10.1007/978-1-4614-4262-2}, DOI={10.1007/978-1-4614-4262-2}, publisher={Springer US}, author={Roussak, O.V. and Gesser, H. D.}, year={2013}}
"
Advanced Organic Chemistry Chemistry and Materials Science ,https://doi.org/10.1007/978-0-387-71481-3," @article{2007, ISBN={9780387714813}, url={http://dx.doi.org/10.1007/978-0-387-71481-3}, DOI={10.1007/978-0-387-71481-3}, journal={Advanced Organic Chemistry}, publisher={Springer US}, year={2007}}
"
International Humanitarian Action Law and Criminology ,https://doi.org/10.1007/978-3-319-14454-2," @article{2018, title={International Humanitarian Action}, ISBN={9783319144542}, url={http://dx.doi.org/10.1007/978-3-319-14454-2}, DOI={10.1007/978-3-319-14454-2}, publisher={Springer International Publishing}, year={2018}}
"
Breast Cancer Medicine ,https://doi.org/10.1007/978-3-319-48848-6," @article{2017, title={Breast Cancer}, ISBN={9783319488486}, url={http://dx.doi.org/10.1007/978-3-319-48848-6}, DOI={10.1007/978-3-319-48848-6}, publisher={Springer International Publishing}, year={2017}}
"
"Travel Marketing, Tourism Economics and the Airline Product Business and Management ",https://doi.org/10.1007/978-3-319-49849-2," @article{Camilleri_2018, title={Travel Marketing, Tourism Economics and the Airline Product}, ISBN={9783319498492}, ISSN={2510-5000}, url={http://dx.doi.org/10.1007/978-3-319-49849-2}, DOI={10.1007/978-3-319-49849-2}, journal={Tourism, Hospitality & Event Management}, publisher={Springer International Publishing}, author={Camilleri, Mark Anthony}, year={2018}}
"
Electronic Commerce 2018 Business and Management ,https://doi.org/10.1007/978-3-319-58715-8," @article{Turban_2018, title={Electronic Commerce 2018}, ISBN={9783319587158}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-3-319-58715-8}, DOI={10.1007/978-3-319-58715-8}, journal={Springer Texts in Business and Economics}, publisher={Springer International Publishing}, author={Turban, Efraim and Outland, Jon and King, David and Lee, Jae Kyu and Liang, Ting-Peng and Turban, Deborrah C.}, year={2018}}
"
Disability and Vocational Rehabilitation in Rural Settings Social Sciences ,https://doi.org/10.1007/978-3-319-64786-9," @article{2018, title={Disability and Vocational Rehabilitation in Rural Settings}, ISBN={9783319647869}, url={http://dx.doi.org/10.1007/978-3-319-64786-9}, DOI={10.1007/978-3-319-64786-9}, publisher={Springer International Publishing}, year={2018}}
"
"Teaching Medicine and Medical Ethics Using Popular Culture Literature, Cultural and Media Studies ",https://doi.org/10.1007/978-3-319-65451-5," @article{2017, title={Teaching Medicine and Medical Ethics Using Popular Culture}, ISBN={9783319654515}, url={http://dx.doi.org/10.1007/978-3-319-65451-5}, DOI={10.1007/978-3-319-65451-5}, publisher={Springer International Publishing}, year={2017}}
"
Market Research Business and Management ,https://doi.org/10.1007/978-981-10-5218-7," @article{Mooi_2018, title={Market Research}, ISBN={9789811052187}, ISSN={2192-4341}, url={http://dx.doi.org/10.1007/978-981-10-5218-7}, DOI={10.1007/978-981-10-5218-7}, journal={Springer Texts in Business and Economics}, publisher={Springer Singapore}, author={Mooi, Erik and Sarstedt, Marko and Mooi-Reci, Irma}, year={2018}}
"
Scanning Electron Microscopy and X-Ray Microanalysis Chemistry and Materials Science ,https://doi.org/10.1007/978-1-4939-6676-9," @article{Goldstein_2018, title={Scanning Electron Microscopy and X-Ray Microanalysis}, ISBN={9781493966769}, url={http://dx.doi.org/10.1007/978-1-4939-6676-9}, DOI={10.1007/978-1-4939-6676-9}, publisher={Springer New York}, author={Goldstein, Joseph I. and Newbury, Dale E. and Michael, Joseph R. and Ritchie, Nicholas W.M. and Scott, John Henry J. and Joy, David C.}, year={2018}}
"
ArcGIS for Environmental and Water Issues Earth and Environmental Science ,https://doi.org/10.1007/978-3-319-61158-7," @article{Bajjali_2018, title={ArcGIS for Environmental and Water Issues}, ISBN={9783319611587}, ISSN={2510-1315}, url={http://dx.doi.org/10.1007/978-3-319-61158-7}, DOI={10.1007/978-3-319-61158-7}, journal={Springer Textbooks in Earth Sciences, Geography and Environment}, publisher={Springer International Publishing}, author={Bajjali, William}, year={2018}}
"
Physics from Symmetry Physics and Astronomy ,https://doi.org/10.1007/978-3-319-66631-0," @article{Schwichtenberg_2018, title={Physics from Symmetry}, ISBN={9783319666310}, ISSN={2192-4805}, url={http://dx.doi.org/10.1007/978-3-319-66631-0}, DOI={10.1007/978-3-319-66631-0}, journal={Undergraduate Lecture Notes in Physics}, publisher={Springer International Publishing}, author={Schwichtenberg, Jakob}, year={2018}}
"
Communication and Bioethics at the End of Life Religion and Philosophy ,https://doi.org/10.1007/978-3-319-70920-8," @article{Roscoe_2017, title={Communication and Bioethics at the End of Life}, ISBN={9783319709208}, url={http://dx.doi.org/10.1007/978-3-319-70920-8}, DOI={10.1007/978-3-319-70920-8}, publisher={Springer International Publishing}, author={Roscoe, Lori A. and Schenck, David P.}, year={2017}}
"
Foundations of Programming Languages Computer Science ,https://doi.org/10.1007/978-3-319-70790-7," @article{Lee_2017, title={Foundations of Programming Languages}, ISBN={9783319707907}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-319-70790-7}, DOI={10.1007/978-3-319-70790-7}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Lee, Kent D.}, year={2017}}
"
Problems in Classical Electromagnetism Physics and Astronomy ,https://doi.org/10.1007/978-3-319-63133-2," @article{Macchi_2017, title={Problems in Classical Electromagnetism}, ISBN={9783319631332}, url={http://dx.doi.org/10.1007/978-3-319-63133-2}, DOI={10.1007/978-3-319-63133-2}, publisher={Springer International Publishing}, author={Macchi, Andrea and Moruzzi, Giovanni and Pegoraro, Francesco}, year={2017}}
"
Polymer Chemistry Chemistry and Materials Science ,https://doi.org/10.1007/978-3-662-49279-6," @article{Koltzenburg_2017, title={Polymer Chemistry}, ISBN={9783662492796}, url={http://dx.doi.org/10.1007/978-3-662-49279-6}, DOI={10.1007/978-3-662-49279-6}, publisher={Springer Berlin Heidelberg}, author={Koltzenburg, Sebastian and Maskos, Michael and Nuyken, Oskar}, year={2017}}
"
Probability and Statistics for Computer Science Computer Science ,https://doi.org/10.1007/978-3-319-64410-3," @article{Forsyth_2018, title={Probability and Statistics for Computer Science}, ISBN={9783319644103}, url={http://dx.doi.org/10.1007/978-3-319-64410-3}, DOI={10.1007/978-3-319-64410-3}, publisher={Springer International Publishing}, author={Forsyth, David}, year={2018}}
"
"Empathetic Space on Screen Literature, Cultural and Media Studies ",https://doi.org/10.1007/978-3-319-66772-0," @article{D_Adamo_2018, title={Empathetic Space on Screen}, ISBN={9783319667720}, url={http://dx.doi.org/10.1007/978-3-319-66772-0}, DOI={10.1007/978-3-319-66772-0}, publisher={Springer International Publishing}, author={DâAdamo, Amedeo}, year={2018}}
"
Political Social Work Social Sciences ,https://doi.org/10.1007/978-3-319-68588-5," @article{Lane_2018, title={Political Social Work}, ISBN={9783319685885}, url={http://dx.doi.org/10.1007/978-3-319-68588-5}, DOI={10.1007/978-3-319-68588-5}, publisher={Springer International Publishing}, author={Lane, Shannon R. and Pritzker, Suzanne}, year={2018}}
"
Introductory Quantum Mechanics Physics and Astronomy ,https://doi.org/10.1007/978-3-319-68598-4," @article{Berman_2018, title={Introductory Quantum Mechanics}, ISBN={9783319685984}, ISSN={2198-7890}, url={http://dx.doi.org/10.1007/978-3-319-68598-4}, DOI={10.1007/978-3-319-68598-4}, journal={UNITEXT for Physics}, publisher={Springer International Publishing}, author={Berman, Paul R.}, year={2018}}
"
Guide to Competitive Programming Computer Science ,https://doi.org/10.1007/978-3-319-72547-5," @article{Laaksonen_2017, title={Guide to Competitive Programming}, ISBN={9783319725475}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-319-72547-5}, DOI={10.1007/978-3-319-72547-5}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Laaksonen, Antti}, year={2017}}
"
Introduction to Artificial Intelligence Computer Science ,https://doi.org/10.1007/978-3-319-58487-4," @article{Ertel_2017, title={Introduction to Artificial Intelligence}, ISBN={9783319584874}, ISSN={2197-1781}, url={http://dx.doi.org/10.1007/978-3-319-58487-4}, DOI={10.1007/978-3-319-58487-4}, journal={Undergraduate Topics in Computer Science}, publisher={Springer International Publishing}, author={Ertel, Wolfgang}, year={2017}}
"
Bioinformatics for Evolutionary Biologists Biomedical and Life Sciences ,https://doi.org/10.1007/978-3-319-67395-0," @article{Haubold_2017, title={Bioinformatics for Evolutionary Biologists}, ISBN={9783319673950}, url={http://dx.doi.org/10.1007/978-3-319-67395-0}, DOI={10.1007/978-3-319-67395-0}, publisher={Springer International Publishing}, author={Haubold, Bernhard and BÃ¶rsch-Haubold, Angelika}, year={2017}}
"
"Concepts, Methods and Practical Applications in Applied Demography Social Sciences ",https://doi.org/10.1007/978-3-319-65439-3," @article{Thomas_2018, title={Concepts, Methods and Practical Applications in Applied Demography}, ISBN={9783319654393}, url={http://dx.doi.org/10.1007/978-3-319-65439-3}, DOI={10.1007/978-3-319-65439-3}, publisher={Springer International Publishing}, author={Thomas, Richard K.}, year={2018}}
"
